"SEQN","FSDHH","FSDAD","FSD151","FSQ165","FSQ012","FSD230","FSD162","FSQ760","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
109742,1,1,2,1,2,,2,,,,,,,,,,,,
109743,1,1,2,2,,,2,,,,,,,,,,,,
109744,1,1,2,1,1,1,2,,,,,,,,,,,,
109745,2,2,2,1,1,1,2,,,,,,,,,,,,
109746,1,1,1,1,2,,2,,,,,,,,,,,,
109747,1,1,2,2,,,2,,,,,,,,,,,,
109748,3,3,1,1,1,1,2,,,,,,,,,,,,
109749,1,1,2,2,,,2,,,,,,,,,,,,
109750,2,2,2,2,,,2,,,,,,,,,,,,
109751,1,1,2,2,,,2,,,,,,,,,,,,
109752,2,2,2,1,1,1,2,,,,,,,,,,,,
109753,2,2,1,1,1,1,1,1,1,1,1,1,24,1,99,,,,
109754,2,2,2,2,,,2,,,,,,,,,,,,
109755,2,2,2,1,1,2,2,,,,,,,,,,,,
109756,,,,,,,,,,,,,,,,,,,
109757,1,1,2,2,,,2,,,,,,,,,,,,
109758,,,,,,,,,,,,,,,,,,,
109759,1,1,2,2,,,2,,,,,,,,,,,,
109760,1,1,2,2,,,2,,,,,,,,,,,,
109761,1,1,2,2,,,2,,,,,,,,,,,,
109762,1,1,2,2,,,2,,,,,,,,,,,,
109763,3,3,2,2,,,2,,,,,,,,,,,,
109764,1,1,2,2,,,2,,,,,,,,,,,,
109765,3,3,2,1,2,,2,,,,,,,,,,,,
109766,3,3,2,1,1,1,1,1,,,,,,,,,,,
109767,,,,,,,,,,,,,,,,,,,
109768,1,1,2,2,,,2,,,,,,,,,,,,
109769,3,3,2,1,2,,2,,,,,,,,,,,,
109770,1,1,2,2,,,2,,,,,,,,,,,,
109771,1,1,2,2,,,2,,,,,,,,,,,,
109772,3,3,1,1,1,1,1,1,,,,,,,,,,,
109773,2,1,2,1,2,,2,,,,,,,,,,,,
109774,1,1,2,2,,,2,,,,,,,,,,,,
109775,2,2,2,1,1,1,1,1,1,1,1,1,24,1,2,,,,
109776,1,1,1,1,1,1,2,,,,,,,,,,,,
109777,1,1,2,2,,,2,,,,,,,,,,,,
109778,1,1,2,2,,,2,,,,,,,,,,,,
109779,1,1,2,1,1,1,1,1,,,,,,,,,,,
109780,1,1,1,1,2,,2,,,,,,,,,,,,
109781,1,1,2,2,,,2,,,,,,,,,,,,
109782,1,1,2,1,2,,2,,,,,,,,,,,,
109783,4,4,2,1,2,,2,,,,,,,,,,,,
109784,1,1,2,2,,,2,,2,,,,,2,,,,,
109785,,,,,,,,,,,,,,,,,,,
109786,1,1,2,2,,,2,,,,,,,,,,,,
109787,1,1,2,2,,,2,,1,2,1,2,6,2,,,,,
109788,1,1,2,1,2,,2,,1,2,1,9,999,1,4,,,,
109789,1,1,2,2,,,2,,,,,,,,,2,,2,2
109790,1,1,2,1,2,,2,,,,,,,,,,,,
109791,1,1,2,2,,,2,,,,,,,,,,,,
109792,1,1,2,1,2,,2,,,,,,,,,,,,
109793,1,1,2,2,,,2,,,,,,,,,,,,
109794,1,1,2,2,,,2,,,,,,,,,,,,
109795,1,1,2,2,,,2,,,,,,,,,,,,
109796,1,1,2,1,1,1,2,,,,,,,,,,,,
109797,4,4,2,1,1,1,2,,,,,,,,,,,,
109798,2,1,1,1,1,1,2,,,,,,,,,,,,
109799,1,1,2,1,1,1,1,1,1,1,1,1,36,1,1,,,,
109800,1,1,2,2,,,2,,,,,,,,,,,,
109801,2,2,2,1,1,1,2,,,,,,,,,,,,
109802,4,4,1,1,1,2,1,2,,,,,,,,,,,
109803,4,4,1,1,1,1,2,,,,,,,,,,,,
109804,3,3,1,1,1,1,2,,,,,,,,,,,,
109805,1,1,2,1,2,,2,,,,,,,,,,,,
109806,4,4,1,1,2,,2,,,,,,,,,,,,
109807,1,1,2,2,,,2,,,,,,,,,,,,
109808,1,1,2,2,,,2,,2,,,,,2,,,,,
109809,1,1,2,2,,,2,,,,,,,,,,,,
109810,1,1,2,2,,,2,,,,,,,,,,,,
109811,1,1,2,2,,,2,,,,,,,,,,,,
109812,1,1,2,1,2,,2,,,,,,,,,,,,
109813,1,1,2,2,,,2,,,,,,,,,,,,
109814,2,1,2,1,1,1,1,1,,,,,,,,,,,
109815,1,1,2,1,2,,2,,,,,,,,,,,,
109816,1,1,2,1,1,2,2,,,,,,,,,,,,
109817,1,1,2,2,,,2,,,,,,,,,,,,
109818,1,1,2,1,2,,1,2,1,2,1,2,12,1,5,,,,
109819,3,4,2,1,1,1,1,1,1,1,1,1,1,1,3,,,,
109820,1,1,2,1,1,1,2,,,,,,,,,,,,
109821,1,1,2,1,2,,2,,,,,,,,,,,,
109822,1,1,2,2,,,2,,,,,,,,,,,,
109823,2,2,1,2,,,2,,,,,,,,,,,,
109824,1,1,2,2,,,2,,,,,,,,,,,,
109825,2,2,2,1,1,1,1,1,,,,,,,,,,,
109826,,,,,,,,,1,1,1,1,19,1,3,,,,
109827,,,,,,,,,1,2,1,2,3,1,7,,,,
109828,1,1,2,2,,,2,,,,,,,,,,,,
109829,3,2,2,1,1,1,1,1,,,,,,,,,,,
109830,2,1,2,1,1,1,1,1,1,1,1,1,24,1,6,,,,
109831,1,1,2,2,,,2,,,,,,,,,,,,
109832,1,1,2,1,1,1,1,1,1,2,1,1,48,1,1,,,,
109833,3,4,2,1,2,,2,,,,,,,,,,,,
109834,3,2,2,2,,,2,,,,,,,,,,,,
109835,,,,,,,,,,,,,,,,,,,
109836,3,3,2,1,1,1,1,1,,,,,,,,,,,
109837,1,1,2,2,,,2,,,,,,,,,,,,
109838,1,1,2,2,,,2,,2,,,,,2,,,,,
109839,2,2,2,1,1,1,2,,,,,,,,,,,,
109840,2,2,2,1,1,1,1,2,,,,,,,,,,,
109841,1,1,2,2,,,2,,,,,,,,,,,,
109842,3,3,2,1,1,1,2,,,,,,,,,,,,
109843,2,2,2,2,,,2,,,,,,,,,,,,
109844,1,1,2,2,,,2,,,,,,,,,,,,
109845,1,1,2,2,,,2,,,,,,,,,,,,
109846,,,,,,,,,,,,,,,,,,,
109847,4,4,2,1,1,1,2,,,,,,,,,,,,
109848,2,2,2,1,1,1,2,,,,,,,,,,,,
109849,1,1,2,2,,,2,,2,,,,,2,,,,,
109850,1,1,2,2,,,2,,,,,,,,,,,,
109851,2,2,2,1,1,1,1,2,,,,,,,,,,,
109852,,,,,,,,,,,,,,,,,,,
109853,1,1,2,2,,,2,,,,,,,,,,,,
109854,1,1,2,1,2,,2,,,,,,,,,,,,
109855,1,1,1,1,1,1,1,1,,,,,,,,,,,
109856,2,1,2,1,2,,2,,,,,,,,,,,,
109857,3,3,2,1,1,1,2,,,,,,,,,,,,
109858,1,1,2,2,,,2,,,,,,,,,,,,
109859,1,1,2,1,1,1,1,2,,,,,,,,,,,
109860,2,2,2,1,1,2,2,,,,,,,,,,,,
109861,1,1,2,2,,,1,1,1,1,1,,1,1,3,,,,
109862,,,,,,,,,,,,,,,,,,,
109863,1,1,2,2,,,2,,,,,,,,,,,,
109864,1,1,2,2,,,2,,,,,,,,,,,,
109865,3,3,2,1,1,2,1,1,,,,,,,,1,6,2,2
109866,1,1,2,1,2,,1,1,,,,,,,,,,,
109867,3,3,1,1,1,1,2,,,,,,,,,,,,
109868,4,4,1,2,,,2,,,,,,,,,,,,
109869,1,1,2,2,,,2,,,,,,,,,,,,
109870,1,1,2,2,,,2,,2,,,,,2,,,,,
109871,,,,,,,,,,,,,,,,,,,
109872,2,1,2,1,2,,1,2,,,,,,,,,,,
109873,1,1,2,2,,,2,,,,,,,,,,,,
109874,1,1,2,2,,,2,,,,,,,,,,,,
109875,2,2,2,1,1,1,1,1,1,1,1,,4,1,3,,,,
109876,1,1,2,1,2,,2,,,,,,,,,,,,
109877,1,1,2,1,1,1,2,,,,,,,,,,,,
109878,2,2,2,1,2,,2,,,,,,,,,,,,
109879,1,1,2,1,2,,2,,,,,,,,,,,,
109880,3,4,1,1,1,1,2,,,,,,,,,,,,
109881,1,1,2,2,,,2,,,,,,,,,,,,
109882,,,,,,,,,,,,,,,,,,,
109883,3,3,2,2,,,1,1,1,1,1,1,11,9,,,,,
109884,1,1,2,2,,,2,,,,,,,,,,,,
109885,,,,,,,,,,,,,,,,,,,
109886,,,,,,,,,,,,,,,,,,,
109887,3,3,2,1,2,,2,,,,,,,,,,,,
109888,3,3,2,1,1,1,1,1,,,,,,,,,,,
109889,1,1,2,2,,,2,,,,,,,,,,,,
109890,1,1,2,2,,,2,,2,,,,,2,,,,,
109891,1,1,2,2,,,2,,,,,,,,,,,,
109892,1,1,2,1,2,,2,,,,,,,,,,,,
109893,3,3,1,1,1,1,2,,,,,,,,,,,,
109894,1,1,2,2,,,2,,,,,,,,,,,,
109895,,,,,,,,,,,,,,,,,,,
109896,3,2,2,2,,,2,,2,,,,,2,,,,,
109897,1,1,2,2,,,2,,,,,,,,,,,,
109898,1,1,2,2,,,2,,,,,,,,,,,,
109899,3,3,2,1,2,,2,,,,,,,,,,,,
109900,1,1,2,2,,,2,,,,,,,,,,,,
109901,1,1,2,2,,,2,,,,,,,,,,,,
109902,4,4,2,1,2,,2,,,,,,,,,,,,
109903,1,1,2,2,,,2,,,,,,,,,,,,
109904,4,4,2,2,,,1,2,1,2,1,2,8,2,,,,,
109905,1,1,2,1,2,,1,2,,,,,,,,,,,
109906,2,2,2,1,2,,2,,,,,,,,,,,,
109907,3,3,1,1,2,,2,,,,,,,,,,,,
109908,1,1,2,2,,,2,,,,,,,,,,,,
109909,3,3,1,1,1,1,2,,,,,,,,,,,,
109910,1,1,2,1,2,,2,,,,,,,,,,,,
109911,,,,,,,,,,,,,,,,,,,
109912,1,1,2,2,,,2,,,,,,,,,,,,
109913,1,1,2,1,2,,2,,,,,,,,,,,,
109914,3,3,1,1,1,1,1,1,1,1,1,1,12,1,5,,,,
109915,1,1,2,2,,,2,,,,,,,,,,,,
109916,1,1,2,1,2,,2,,,,,,,,,,,,
109917,3,3,2,2,,,2,,,,,,,,,,,,
109918,,,,,,,,,,,,,,,,,,,
109919,4,3,2,1,1,2,1,1,,,,,,,,,,,
109920,3,4,2,2,,,1,1,,,,,,,,,,,
109921,1,1,2,2,,,2,,,,,,,,,,,,
109922,4,4,1,1,1,1,2,,,,,,,,,,,,
109923,4,4,1,1,1,1,2,,1,2,1,1,999,1,99,,,,
109924,2,2,2,1,1,1,2,,,,,,,,,,,,
109925,1,1,2,2,,,2,,,,,,,,,,,,
109926,1,1,2,1,2,,2,,,,,,,,,,,,
109927,1,1,2,1,1,1,2,,1,2,1,1,24,1,2,,,,
109928,4,4,2,2,,,1,1,1,1,1,,4,1,4,,,,
109929,2,2,2,1,2,,2,,,,,,,,,,,,
109930,1,1,2,1,2,,2,,,,,,,,,,,,
109931,1,1,2,1,2,,2,,,,,,,,,,,,
109932,1,1,2,2,,,2,,,,,,,,,,,,
109933,1,1,2,2,,,2,,,,,,,,,,,,
109934,1,1,2,1,1,2,1,1,,,,,,,,2,,2,2
109935,1,1,2,1,2,,2,,,,,,,,,,,,
109936,1,1,2,2,,,2,,1,2,1,2,12,2,,,,,
109937,1,1,2,2,,,2,,,,,,,,,,,,
109938,1,1,2,2,,,2,,,,,,,,,,,,
109939,3,3,2,2,,,2,,,,,,,,,,,,
109940,3,3,2,1,1,2,2,,,,,,,,,,,,
109941,1,1,2,2,,,2,,,,,,,,,,,,
109942,1,1,2,2,,,2,,,,,,,,,,,,
109943,1,1,2,2,,,2,,,,,,,,,,,,
109944,3,3,2,1,1,1,2,,,,,,,,,,,,
109945,1,1,2,2,,,2,,,,,,,,,,,,
109946,3,3,2,2,,,2,,,,,,,,,,,,
109947,,,,,,,,,,,,,,,,,,,
109948,3,3,1,1,1,1,1,1,1,1,1,,1,1,1,,,,
109949,1,1,2,2,,,2,,,,,,,,,,,,
109950,1,1,2,2,,,2,,2,,,,,2,,,,,
109951,4,4,1,1,1,1,2,,,,,,,,,,,,
109952,1,1,2,2,,,2,,,,,,,,,,,,
109953,2,2,2,1,2,,2,,,,,,,,,,,,
109954,1,1,2,1,2,,2,,1,2,1,2,6,2,,,,,
109955,1,1,2,2,,,1,1,1,1,1,,3,1,2,,,,
109956,3,4,2,1,1,1,1,1,1,1,1,1,4,1,3,,,,
109957,1,1,2,2,,,2,,,,,,,,,,,,
109958,1,1,2,1,2,,2,,,,,,,,,,,,
109959,1,1,2,2,,,2,,,,,,,,,,,,
109960,1,1,2,2,,,2,,,,,,,,,,,,
109961,1,1,2,1,1,1,2,,,,,,,,,,,,
109962,1,1,2,2,,,2,,,,,,,,,,,,
109963,1,1,1,1,1,1,2,,,,,,,,,,,,
109964,1,1,2,2,,,2,,,,,,,,,,,,
109965,2,2,2,1,1,1,2,,,,,,,,,,,,
109966,2,2,2,2,,,2,,,,,,,,,,,,
109967,2,2,2,1,2,,2,,1,2,1,2,1,2,,,,,
109968,4,3,2,1,1,2,1,1,,,,,,,,,,,
109969,2,2,2,1,1,1,2,,,,,,,,,,,,
109970,3,3,2,1,1,1,1,1,1,2,1,,12,1,3,,,,
109971,1,1,2,1,1,1,2,,,,,,,,,,,,
109972,4,4,2,2,,,2,,,,,,,,,,,,
109973,,,,,,,,,,,,,,,,,,,
109974,2,2,2,1,1,1,1,1,1,1,1,,11,1,3,,,,
109975,1,1,2,1,2,,2,,,,,,,,,,,,
109976,2,2,1,2,,,2,,,,,,,,,,,,
109977,,,,,,,,,,,,,,,,,,,
109978,3,3,2,2,,,2,,,,,,,,,,,,
109979,1,1,2,2,,,2,,,,,,,,,,,,
109980,1,1,2,2,,,2,,,,,,,,,,,,
109981,4,4,2,1,1,2,2,,,,,,,,,,,,
109982,,,,,,,,,,,,,,,,,,,
109983,1,1,2,2,,,2,,,,,,,,,,,,
109984,1,1,2,2,,,2,,2,,,,,2,,,,,
109985,1,1,2,1,2,,2,,,,,,,,,,,,
109986,1,1,2,2,,,2,,,,,,,,,,,,
109987,1,1,2,2,,,2,,,,,,,,,,,,
109988,3,3,2,2,,,2,,,,,,,,,,,,
109989,1,1,2,2,,,2,,2,,,,,2,,,,,
109990,3,3,2,1,1,1,2,,,,,,,,,,,,
109991,1,1,2,2,,,2,,,,,,,,,,,,
109992,1,1,2,1,2,,2,,,,,,,,,,,,
109993,1,1,2,2,,,2,,2,,,,,2,,,,,
109994,1,1,2,2,,,2,,,,,,,,,,,,
109995,3,3,2,1,2,,2,,,,,,,,,,,,
109996,,,,,,,,,1,2,1,1,24,2,,,,,
109997,1,1,2,2,,,2,,,,,,,,,,,,
109998,1,1,2,2,,,2,,,,,,,,,,,,
109999,2,2,2,1,2,,2,,,,,,,,,,,,
110000,1,1,2,1,1,1,2,,,,,,,,,,,,
110001,1,1,2,2,,,2,,,,,,,,,,,,
110002,1,1,2,2,,,2,,,,,,,,,,,,
110003,3,3,2,1,2,,2,,,,,,,,,,,,
110004,1,1,2,2,,,2,,,,,,,,,,,,
110005,3,3,2,1,2,,2,,,,,,,,,,,,
110006,1,1,2,2,,,2,,,,,,,,,,,,
110007,2,2,1,1,1,1,2,,,,,,,,,,,,
110008,2,2,2,1,2,,2,,,,,,,,,,,,
110009,4,4,1,1,1,1,2,,,,,,,,,,,,
110010,1,1,2,2,,,2,,,,,,,,,,,,
110011,1,1,2,2,,,2,,,,,,,,,,,,
110012,1,1,2,1,2,,2,,,,,,,,,,,,
110013,1,1,2,1,2,,2,,1,2,1,1,24,2,,,,,
110014,2,2,1,1,2,,2,,,,,,,,,,,,
110015,2,2,2,1,1,2,2,,,,,,,,,,,,
110016,3,3,2,1,2,,2,,,,,,,,,,,,
110017,2,2,1,1,1,1,1,2,,,,,,,,,,,
110018,1,1,2,1,2,,2,,,,,,,,,,,,
110019,,,,,,,,,,,,,,,,,,,
110020,3,3,2,2,,,2,,,,,,,,,,,,
110021,2,2,2,1,1,1,2,,,,,,,,,,,,
110022,1,1,2,2,,,2,,,,,,,,,,,,
110023,1,1,2,2,,,2,,,,,,,,,,,,
110024,,,,,,,,,,,,,,,,,,,
110025,2,2,2,9,,,1,1,1,1,1,,6,1,5,,,,
110026,3,2,2,1,1,1,1,1,,,,,,,,,,,
110027,4,4,2,1,2,,2,,,,,,,,,,,,
110028,2,2,2,1,1,1,1,1,,,,,,,,1,4,2,2
110029,1,1,2,2,,,2,,,,,,,,,,,,
110030,2,2,2,1,1,1,1,1,,,,,,,,,,,
110031,1,1,2,2,,,2,,2,,,,,2,,,,,
110032,1,1,2,9,,,2,,,,,,,,,,,,
110033,4,4,2,1,1,1,2,,,,,,,,,,,,
110034,2,2,1,1,1,1,1,1,,,,,,,,,,,
110035,4,4,1,1,2,,2,,,,,,,,,,,,
110036,1,1,2,2,,,2,,,,,,,,,,,,
110037,,,,,,,,,,,,,,,,,,,
110038,1,1,2,2,,,2,,,,,,,,,,,,
110039,3,3,2,1,1,2,1,1,1,1,1,,1,1,1,,,,
110040,4,4,1,2,,,2,,,,,,,,,,,,
110041,2,2,2,1,2,,2,,,,,,,,,,,,
110042,1,1,2,1,2,,2,,,,,,,,,,,,
110043,4,4,1,2,,,2,,,,,,,,,,,,
110044,1,1,2,2,,,2,,,,,,,,,,,,
110045,,,,,,,,,,,,,,,,,,,
110046,1,1,2,1,1,1,1,1,1,1,1,,2,1,5,,,,
110047,1,1,2,2,,,2,,1,2,1,2,6,1,6,,,,
110048,,,,,,,,,,,,,,,,,,,
110049,,,,,,,,,,,,,,,,,,,
110050,4,4,2,2,,,2,,,,,,,,,,,,
110051,,,,,,,,,1,1,1,,11,1,99,,,,
110052,,,,,,,,,,,,,,,,,,,
110053,2,2,2,2,,,2,,1,2,1,1,18,1,3,,,,
110054,3,3,2,1,1,1,2,,,,,,,,,,,,
110055,1,1,2,1,2,,2,,,,,,,,,,,,
110056,,,,,,,,,,,,,,,,,,,
110057,1,1,2,2,,,2,,,,,,,,,,,,
110058,2,2,2,1,1,1,2,,1,2,1,2,8,2,,,,,
110059,1,1,2,2,,,2,,,,,,,,,,,,
110060,2,2,2,1,2,,2,,,,,,,,,,,,
110061,1,1,2,2,,,2,,,,,,,,,,,,
110062,1,1,2,2,,,2,,,,,,,,,,,,
110063,1,1,2,2,,,2,,,,,,,,,,,,
110064,1,1,2,2,,,2,,,,,,,,,,,,
110065,1,1,2,1,9,,9,,,,,,,,,,,,
110066,2,1,2,2,,,2,,,,,,,,,,,,
110067,3,3,2,1,1,2,2,,,,,,,,,,,,
110068,1,1,2,2,,,2,,,,,,,,,,,,
110069,1,1,2,1,1,1,1,2,,,,,,,,,,,
110070,2,2,1,1,2,,2,,,,,,,,,,,,
110071,1,1,2,2,,,2,,,,,,,,,,,,
110072,4,4,2,1,1,1,2,,,,,,,,,,,,
110073,1,1,2,2,,,2,,,,,,,,,,,,
110074,1,1,2,2,,,2,,,,,,,,,,,,
110075,1,1,2,2,,,1,2,1,2,1,1,18,1,3,,,,
110076,2,2,1,1,1,2,2,,,,,,,,,,,,
110077,1,1,2,1,1,1,2,,,,,,,,,,,,
110078,2,2,2,1,1,2,2,,,,,,,,,,,,
110079,1,1,2,1,2,,1,2,,,,,,,,,,,
110080,1,1,2,2,,,2,,,,,,,,,,,,
110081,3,3,2,1,1,1,2,,,,,,,,,,,,
110082,1,1,1,1,1,1,2,,,,,,,,,,,,
110083,,,,,,,,,,,,,,,,1,4,1,1
110084,1,1,2,2,,,2,,1,2,1,2,6,2,,,,,
110085,2,2,2,2,,,2,,,,,,,,,,,,
110086,1,1,2,1,1,1,2,,,,,,,,,,,,
110087,,,,,,,,,,,,,,,,,,,
110088,1,1,2,2,,,1,1,,,,,,,,,,,
110089,,,,,,,,,,,,,,,,,,,
110090,1,1,2,2,,,2,,,,,,,,,,,,
110091,4,4,2,1,1,1,1,1,,,,,,,,,,,
110092,1,1,2,2,,,2,,,,,,,,,,,,
110093,1,1,2,1,1,1,2,,,,,,,,,,,,
110094,1,1,2,1,1,1,1,1,1,1,1,,8,1,5,,,,
110095,2,2,2,1,1,1,2,,,,,,,,,,,,
110096,3,3,2,1,1,1,2,,,,,,,,,,,,
110097,3,3,2,1,2,,2,,,,,,,,,,,,
110098,1,1,2,7,,,2,,,,,,,,,,,,
110099,1,1,2,1,2,,2,,,,,,,,,,,,
110100,1,1,2,2,,,2,,,,,,,,,,,,
110101,1,1,1,1,1,1,2,,,,,,,,,,,,
110102,1,1,2,2,,,2,,,,,,,,,,,,
110103,1,1,2,2,,,2,,,,,,,,,,,,
110104,1,1,2,2,,,2,,,,,,,,,,,,
110105,4,4,2,2,,,2,,,,,,,,,,,,
110106,2,2,2,1,2,,2,,,,,,,,,,,,
110107,,,,,,,,,,,,,,,,,,,
110108,1,1,2,2,,,2,,1,2,1,1,24,1,99,,,,
110109,2,2,2,1,1,1,2,,,,,,,,,,,,
110110,1,1,2,1,1,1,1,1,1,1,1,1,36,1,99,,,,
110111,1,1,2,1,1,1,1,1,,,,,,,,,,,
110112,1,1,2,2,,,2,,,,,,,,,,,,
110113,,,,,,,,,,,,,,,,,,,
110114,1,1,2,2,,,2,,,,,,,,,,,,
110115,4,4,2,1,1,1,1,1,1,1,1,,48,1,1,,,,
110116,2,2,2,2,,,2,,,,,,,,,,,,
110117,,,,,,,,,,,,,,,,,,,
110118,1,1,2,1,1,1,2,,,,,,,,,,,,
110119,1,1,2,1,2,,2,,,,,,,,,,,,
110120,1,1,2,1,1,1,1,1,,,,,,,,,,,
110121,1,1,2,1,1,1,1,1,,,,,,,,,,,
110122,1,1,2,1,1,1,2,,,,,,,,,,,,
110123,1,1,2,2,,,2,,,,,,,,,,,,
110124,3,3,1,1,2,,2,,,,,,,,,,,,
110125,1,1,2,1,1,2,2,,,,,,,,,,,,
110126,1,1,2,1,2,,1,2,1,2,1,2,12,1,1,,,,
110127,1,1,2,2,,,2,,,,,,,,,,,,
110128,4,4,2,1,2,,2,,,,,,,,,,,,
110129,1,1,2,1,2,,2,,,,,,,,,,,,
110130,2,2,2,1,2,,2,,,,,,,,,,,,
110131,1,1,2,1,1,1,2,,,,,,,,,,,,
110132,2,2,2,1,1,2,2,,,,,,,,,,,,
110133,1,1,2,2,,,2,,,,,,,,,,,,
110134,3,3,1,1,1,1,1,1,,,,,,,,,,,
110135,1,1,2,2,,,2,,,,,,,,,,,,
110136,2,2,2,1,2,,2,,,,,,,,,,,,
110137,1,1,2,1,2,,2,,,,,,,,,,,,
110138,3,3,2,1,1,2,1,1,1,1,1,1,20,1,3,,,,
110139,1,1,2,2,,,2,,,,,,,,,,,,
110140,3,3,1,1,1,1,2,,,,,,,,,,,,
110141,1,1,2,2,,,2,,,,,,,,,,,,
110142,1,1,2,2,,,2,,,,,,,,,,,,
110143,1,1,2,1,1,1,2,,,,,,,,,,,,
110144,4,4,9,2,,,2,,,,,,,,,,,,
110145,1,1,2,2,,,2,,,,,,,,,,,,
110146,3,2,1,1,1,2,1,1,,,,,,,,,,,
110147,1,1,2,2,,,2,,,,,,,,,,,,
110148,2,2,2,1,2,,2,,,,,,,,,,,,
110149,1,1,2,1,1,1,1,1,1,1,1,1,19,1,2,,,,
110150,1,1,2,1,1,1,2,,2,,,,,2,,,,,
110151,1,1,2,2,,,2,,,,,,,,,,,,
110152,1,1,2,1,1,1,1,2,1,2,1,1,24,1,1,,,,
110153,1,1,2,2,,,2,,,,,,,,,,,,
110154,2,2,2,1,1,2,2,,,,,,,,,,,,
110155,3,3,2,1,1,1,2,,,,,,,,,,,,
110156,4,4,1,1,1,2,1,2,1,2,1,2,8,1,4,,,,
110157,1,1,2,2,,,2,,,,,,,,,,,,
110158,1,1,2,2,,,2,,2,,,,,2,,,,,
110159,1,1,2,2,,,2,,,,,,,,,,,,
110160,1,1,2,1,1,2,1,1,,,,,,,,,,,
110161,2,2,2,1,1,1,2,,,,,,,,,,,,
110162,2,2,2,2,,,2,,,,,,,,,,,,
110163,2,2,1,1,1,1,2,,,,,,,,,,,,
110164,1,1,2,1,2,,2,,2,,,,,2,,,,,
110165,4,4,1,1,2,,2,,,,,,,,,,,,
110166,4,4,2,1,1,1,2,,,,,,,,,,,,
110167,1,1,2,1,1,1,1,1,,,,,,,,1,2,1,1
110168,1,1,2,2,,,2,,,,,,,,,,,,
110169,1,1,2,1,1,1,2,,,,,,,,,,,,
110170,1,1,2,2,,,2,,2,,,,,2,,,,,
110171,3,3,2,1,1,1,2,,,,,,,,,,,,
110172,3,3,2,1,1,1,2,,,,,,,,,,,,
110173,1,1,2,2,,,2,,,,,,,,,,,,
110174,3,3,2,2,,,2,,,,,,,,,,,,
110175,1,1,2,1,1,1,2,,,,,,,,,,,,
110176,1,1,2,2,,,2,,,,,,,,,,,,
110177,1,1,2,1,1,1,2,,1,2,1,2,24,1,3,,,,
110178,1,1,2,2,,,2,,,,,,,,,,,,
110179,1,1,2,2,,,2,,,,,,,,,,,,
110180,1,1,2,2,,,2,,,,,,,,,,,,
110181,1,1,2,2,,,2,,,,,,,,,,,,
110182,1,1,2,2,,,2,,,,,,,,,,,,
110183,3,3,2,1,2,,1,1,1,1,1,,48,1,1,,,,
110184,1,1,2,2,,,2,,,,,,,,,,,,
110185,2,2,2,2,,,2,,,,,,,,,,,,
110186,2,2,2,1,1,1,2,,,,,,,,,,,,
110187,1,1,1,1,1,1,2,,,,,,,,,,,,
110188,2,2,2,1,1,1,2,,,,,,,,,,,,
110189,4,4,1,1,1,1,1,1,1,1,1,,5,1,2,,,,
110190,2,2,2,2,,,2,,,,,,,,,,,,
110191,,,,,,,,,,,,,,,,,,,
110192,1,1,2,2,,,2,,,,,,,,,,,,
110193,1,1,2,1,1,2,2,,,,,,,,,,,,
110194,3,3,2,1,2,,2,,,,,,,,,,,,
110195,2,2,2,1,1,1,2,,,,,,,,,,,,
110196,2,2,2,2,,,2,,,,,,,,,,,,
110197,3,3,2,1,2,,2,,,,,,,,,,,,
110198,,,,,,,,,,,,,,,,,,,
110199,1,1,2,2,,,2,,,,,,,,,,,,
110200,1,1,2,1,1,2,2,,,,,,,,,,,,
110201,1,1,2,1,2,,2,,,,,,,,,,,,
110202,4,4,2,1,1,2,2,,,,,,,,,,,,
110203,1,1,2,2,,,2,,,,,,,,,,,,
110204,1,1,2,2,,,2,,,,,,,,,,,,
110205,2,2,2,1,2,,2,,,,,,,,,,,,
110206,3,4,2,1,1,1,2,,,,,,,,,,,,
110207,,,,,,,,,,,,,,,,,,,
110208,3,3,1,2,,,2,,,,,,,,,2,,2,2
110209,2,2,2,2,,,2,,2,,,,,2,,,,,
110210,3,3,2,2,,,1,1,1,1,1,,4,1,1,,,,
110211,1,1,2,2,,,2,,,,,,,,,2,,2,2
110212,1,1,2,2,,,2,,2,,,,,2,,,,,
110213,3,4,2,1,2,,2,,,,,,,,,2,,2,2
110214,2,2,2,2,,,2,,,,,,,,,,,,
110215,1,1,2,1,1,1,1,1,1,1,1,,9,1,2,,,,
110216,1,1,2,1,1,1,2,,,,,,,,,,,,
110217,1,1,2,2,,,2,,,,,,,,,,,,
110218,4,4,1,1,1,1,1,1,,,,,,,,1,2,1,2
110219,1,1,2,2,,,2,,2,,,,,2,,,,,
110220,2,2,2,1,1,2,1,1,1,1,1,,1,1,3,,,,
110221,1,1,2,2,,,2,,,,,,,,,,,,
110222,,,,,,,,,,,,,,,,,,,
110223,,,,,,,,,,,,,,,,,,,
110224,1,1,2,1,1,1,2,,,,,,,,,,,,
110225,1,1,2,2,,,2,,,,,,,,,,,,
110226,1,1,2,2,,,2,,,,,,,,,,,,
110227,1,1,2,2,,,1,1,,,,,,,,,,,
110228,1,1,2,2,,,2,,,,,,,,,,,,
110229,1,1,2,1,2,,2,,,,,,,,,,,,
110230,1,1,2,2,,,2,,,,,,,,,,,,
